bug_id,rank
2,"[10, 11]"
8,[2]
10,"[103, 105, 169]"
18,"[4, 46, 61]"
19,[1]
44,[10]
45,[98]
53,[3]
54,[44]
71,[4]
76,"[6, 8]"
92,[2]
101,"[8, 30]"
106,"[73, 99]"
110,[8]
117,[28]
128,"[2, 16, 33]"
129,[8]
130,[5]
135,"[13, 20]"
158,"[4, 30]"
160,[3]
162,[1]
168,[]
191,[2]
192,[9]
198,"[3, 4, 6]"
199,[10]
200,[3]
201,[4]
206,[38]
209,[5]
248,[153]
256,[8]
1073,[29]
1096,[4]
1146,[1]
1147,[1]
1150,[20]
1151,"[3, 4]"
1198,[2]
1202,[1]
1205,"[2, 4, 7, 12, 15, 16, 19, 20]"
1207,[7]
1214,[5]
1215,[4]
1223,[3]
1224,[1]
1226,[]
1228,[8]
1299,[7]
1389,"[3, 9, 13]"
1399,[16]
1406,[5]
1425,"[4, 17]"
1430,"[1, 3]"
1441,[1]
1445,[33]
1446,[1]
1481,[1]
1563,[2]
1568,[3]
1641,"[1, 5, 10]"
1645,[1]
