bug_id,rank
2,"[8, 9]"
8,[1]
10,"[73, 83, 163]"
18,"[21, 37, 53]"
19,[2]
44,[8]
45,[96]
53,[2]
54,[42]
71,[4]
76,"[4, 6]"
92,[1]
101,"[16, 43]"
106,"[68, 97]"
110,[8]
117,[32]
128,"[2, 16, 32]"
129,[10]
130,[7]
135,"[13, 25]"
158,"[2, 19]"
160,[10]
162,[2]
168,[]
191,[2]
192,[10]
198,"[2, 4, 6]"
199,[10]
200,[3]
201,[4]
206,[42]
209,[5]
248,[143]
256,[11]
1073,[16]
1096,[4]
1146,[1]
1147,[1]
1150,[20]
1151,"[3, 4]"
1198,[2]
1202,[1]
1205,"[2, 3, 5, 9, 15, 16, 19, 20]"
1207,[7]
1214,[7]
1215,[4]
1223,[2]
1224,[1]
1226,[]
1228,[6]
1299,[8]
1389,"[4, 5, 12]"
1399,[18]
1406,[11]
1425,"[4, 25]"
1430,"[2, 3]"
1441,[1]
1445,[20]
1446,[1]
1481,[1]
1563,[1]
1568,[3]
1641,"[1, 8, 14]"
1645,[1]
