bug_id,rank
2,"[16, 17]"
8,[]
10,"[137, 149, 248]"
18,"[33, 66]"
19,[]
44,[6]
45,[131]
53,[]
54,[65]
71,[3]
76,"[6, 8]"
92,[1]
101,[77]
106,"[94, 144]"
110,[15]
117,[]
128,"[5, 18]"
129,[15]
130,[]
135,"[13, 23, 26]"
158,"[2, 23]"
160,[10]
162,[]
168,[42]
191,"[15, 26]"
192,[]
198,"[3, 6, 7]"
199,[]
200,[]
201,[]
206,[]
209,[7]
248,[215]
256,[]
1073,[31]
1096,[]
1146,[]
1147,[1]
1150,[]
1151,[]
1198,[2]
1202,[]
1205,"[2, 4, 8, 13, 16, 17]"
1207,[10]
1214,[7]
1215,[4]
1223,[]
1224,[]
1226,[100]
1228,[]
1299,[]
1389,"[1, 7, 10]"
1399,[]
1406,[]
1425,"[3, 29]"
1430,[2]
1441,[1]
1445,[33]
1446,[1]
1481,[]
1563,[]
1568,[4]
1641,"[3, 9, 10, 21, 37]"
1645,[1]
